#,Age,City,College,Conference,Division,Exp.,Ht.,Name,Pos.,Team,Team Logo,Team Roster,Wt.
59,23,"Miami, FL",Southern Illinois,AFC,AFC-East,R,6-4,"Allen, Chase",LB,Dolphins,https://cpt.azureedge.net/NFLTeamImages/dolphins.png,http://www.miamidolphins.com/team/player-roster.html,241
59,23,"Tampa, FL",Oklahoma,NFC,NFC-South,2,6-1,"Bond, Devante",LB,Buccaneers,https://cpt.azureedge.net/NFLTeamImages/bucs.png,http://www.buccaneers.com/team-and-stats/roster.html,236
6,23,"Indianapolis, IN",Akron,AFC,AFC-South,R,5-7,"Natson, JoJo",WR,Colts,https://cpt.azureedge.net/NFLTeamImages/colts.png,http://www.colts.com/team/roster.html,159
6,23,"Kansas City, MO",Oklahoma State,AFC,AFC-West,R,6-0,"Lampkin, Ashton",DB,Chiefs,https://cpt.azureedge.net/NFLTeamImages/chiefs.png,http://www.chiefs.com/team/roster.html,189
6,23,"San Francisco, CA",Texas,NFC,NFC-West,1,6-2,"Rose, Nick",K,49ers,https://cpt.azureedge.net/NFLTeamImages/49ers.png,http://www.49ers.com/team/roster.html,190
60,23,"Glendale, AZ",Virginia Tech,NFC,NFC-West,R,6-5,"McLaughlin, Jonathan",T,Cardinals,https://cpt.azureedge.net/NFLTeamImages/cardinals.png,http://www.azcardinals.com/roster/player-roster.html,313
60,23,"Green Bay, WI",Richmond,NFC,NFC-North,R,6-3,"Evans, Thomas",G,Packers,https://cpt.azureedge.net/NFLTeamImages/packers.png,http://www.packers.com/team/players.html,305
60,23,"Houston, TX",Oregon,AFC,AFC-South,R,6-6,"Daniel, T.J.",DE,Texans,https://cpt.azureedge.net/NFLTeamImages/texans.png,http://www.houstontexans.com/team/roster.html,250
60,23,"Minneapolis , MN",Northwestern,NFC,NFC-North,0,6-3,"Odenigbo, Ifeadi",DL,Vikings,https://cpt.azureedge.net/NFLTeamImages/vikings.png,http://www.vikings.com/team/roster.html,258
60,23,"San Francisco, CA",Montana State,NFC,NFC-West,R,6-5,"Flynn, John",OL,49ers,https://cpt.azureedge.net/NFLTeamImages/49ers.png,http://www.49ers.com/team/roster.html,320
60,23,"St. Louis, MO",Colorado State,NFC,NFC-West,R,6-2,"Davis, Kevin",LB,Rams,https://cpt.azureedge.net/NFLTeamImages/rams.png,http://www.therams.com/team/roster.html,238
60,23,"St. Louis, MO",Washington,NFC,NFC-West,R,6-5,"Eldrenkamp, Jake",C,Rams,https://cpt.azureedge.net/NFLTeamImages/rams.png,http://www.therams.com/team/roster.html,300
61,23,"Atlanta, GA",Boise State,NFC,NFC-South,R,6-3,"Averill, Travis",C,Falcons,https://cpt.azureedge.net/NFLTeamImages/falcons.png,http://www.atlantafalcons.com/team/player-roster.html,295
61,23,"Cleveland, OH",Harvard,AFC,AFC-North,1,6-1,"Fabiano, Anthony",OL,Browns,https://cpt.azureedge.net/NFLTeamImages/browns.png,http://www.clevelandbrowns.com/team/roster.html,303
61,23,"East Rutherford, NJ",Georgia Tech,AFC,AFC-East,R,6-5,"Gamble, Patrick",DL,Jets,https://cpt.azureedge.net/NFLTeamImages/jets.png,http://www.newyorkjets.com/team/roster.html,277
61,23,"Glendale, AZ",Harvard,NFC,NFC-West,2,6-5,"Toner, Cole",G,Cardinals,https://cpt.azureedge.net/NFLTeamImages/cardinals.png,http://www.azcardinals.com/roster/player-roster.html,300
61,23,"Houston, TX",Baylor,AFC,AFC-South,R,6-5,"Fuller, Kyle",C,Texans,https://cpt.azureedge.net/NFLTeamImages/texans.png,http://www.houstontexans.com/team/roster.html,307
61,23,"Jacksonville, FK",Appalachian State,AFC,AFC-South,R,6-2,"Collins, Parker",OL,Jaguars,https://cpt.azureedge.net/NFLTeamImages/jaguars.png,http://www.jaguars.com/team/roster.html,304
61,23,"Nashville, TN",Illinois State,AFC,AFC-South,R,6-3,"Spelman, Mark",C,Titans,https://cpt.azureedge.net/NFLTeamImages/titans.png,http://www.titansonline.com/team/roster.html,303
61,23,"Pittsburg, PA",Mississippi State,AFC,AFC-North,R,6-3,"Adams, Nelson",DE,Steelers,https://cpt.azureedge.net/NFLTeamImages/steelers.png,http://www.steelers.com/team/roster.html,287
61,23,"Pittsburg, PA",Temple,AFC,AFC-North,1,6-2,"Friend, Kyle",C,Steelers,https://cpt.azureedge.net/NFLTeamImages/steelers.png,http://www.steelers.com/team/roster.html,305
62,23,"Atlanta, GA",Portland State,NFC,NFC-South,R,6-4,"Keizur, Cam",C,Falcons,https://cpt.azureedge.net/NFLTeamImages/falcons.png,http://www.atlantafalcons.com/team/player-roster.html,320
62,23,"Denver, CO",Rutger,AFC,AFC-West,R,6-6,"Muller, Chris",OL,Broncos,https://cpt.azureedge.net/NFLTeamImages/broncos.png,http://www.denverbroncos.com/team/roster.html,300
62,23,"East Rutherford, NJ",Oregon,AFC,AFC-East,1,6-4,"Balducci, Alex",OL,Jets,https://cpt.azureedge.net/NFLTeamImages/jets.png,http://www.newyorkjets.com/team/roster.html,310
62,23,"Green Bay, WI",Duke,NFC,NFC-North,1,6-3,"Patrick, Lucas",G,Packers,https://cpt.azureedge.net/NFLTeamImages/packers.png,http://www.packers.com/team/players.html,313
62,23,"Oakland, CA",Faulkner,AFC,AFC-West,R,6-3,"Casher, Chris",DE,Raiders,https://cpt.azureedge.net/NFLTeamImages/raiders.png,http://www.raiders.com/team/roster.html,264
62,23,"Pittsburg, PA",Georgia Tech,AFC,AFC-North,R,6-5,"Kallon, Francis",DE,Steelers,https://cpt.azureedge.net/NFLTeamImages/steelers.png,http://www.steelers.com/team/roster.html,295
62,23,"Pittsburg, PA",Texas A&M,AFC,AFC-North,1,6-2,"Matthews, Mike",C,Steelers,https://cpt.azureedge.net/NFLTeamImages/steelers.png,http://www.steelers.com/team/roster.html,300
62,23,"San Diego, CA",USC,AFC,AFC-West,2,6-5,"Tuerk, Max",C,Chargers,https://cpt.azureedge.net/NFLTeamImages/chargers.png,http://www.chargers.com/team/roster,298
62,23,"San Francisco, CA",Michigan,NFC,NFC-West,R,6-6,"Magnuson, Erik",OL,49ers,https://cpt.azureedge.net/NFLTeamImages/49ers.png,http://www.49ers.com/team/roster.html,304
63,23,"Cleveland, OH",USC,AFC,AFC-North,4,6-3,"Martin, Marcus",OL,Browns,https://cpt.azureedge.net/NFLTeamImages/browns.png,http://www.clevelandbrowns.com/team/roster.html,310
63,23,"East Rutherford, NJ",USC,NFC,NFC-East,R,6-6,"Wheeler, Chad",OT,Giants,https://cpt.azureedge.net/NFLTeamImages/giants.png,http://www.giants.com/team/roster.html,310
63,23,"Foxboro, MA",Troy,AFC,AFC-East,R,6-6,"Garcia, Tony",OL,Patriots,https://cpt.azureedge.net/NFLTeamImages/patriots.png,http://www.patriots.com/team/roster,302
63,23,"Minneapolis , MN",Miami (Fla.),NFC,NFC-North,0,6-3,"Isidora, Danny",OG,Vikings,https://cpt.azureedge.net/NFLTeamImages/vikings.png,http://www.vikings.com/team/roster.html,306
63,23,"St. Louis, MO",South Florida,NFC,NFC-West,2,6-5,"Williams, Darrell",T,Rams,https://cpt.azureedge.net/NFLTeamImages/rams.png,http://www.therams.com/team/roster.html,305
64,23,"Cincinnati, OH",Utah,AFC,AFC-North,R,6-5,"Dielman, J.J",C,Bengals,https://cpt.azureedge.net/NFLTeamImages/bengals.png,http://www.bengals.com/team/roster.html,309
64,23,"Minneapolis , MN",Western Michigan,NFC,NFC-North,0,6-5,"Beavers, Willie",T,Vikings,https://cpt.azureedge.net/NFLTeamImages/vikings.png,http://www.vikings.com/team/roster.html,322
64,23,"Pittsburg, PA",West Virginia,AFC,AFC-North,R,6-3,"Brown, Christian",DE,Steelers,https://cpt.azureedge.net/NFLTeamImages/steelers.png,http://www.steelers.com/team/roster.html,295
64,23,"Seattle, WA",Purdue,NFC,NFC-West,R,6-3,"Roos, Jordan",G,Seahawks,https://cpt.azureedge.net/NFLTeamImages/seahawks.png,http://www.seahawks.com/team/roster,302
64,23,"Seattle, WA",Wake Forest,NFC,NFC-West,2,6-4,"Harris, Tylor",DE,Seahawks,https://cpt.azureedge.net/NFLTeamImages/seahawks.png,http://www.seahawks.com/team/roster,306
65,23,"Baltimore, MD",San Diego State,AFC,AFC-North,R,6-4,"Siragusa, Nico",G,Ravens,https://cpt.azureedge.net/NFLTeamImages/ravenss.png,http://www.baltimoreravens.com/team/roster.html,320
65,23,"Cleveland, OH",North Carolina Charlotte,AFC,AFC-North,R,6-2,"Ogunjobi, Larry",DL,Browns,https://cpt.azureedge.net/NFLTeamImages/browns.png,http://www.clevelandbrowns.com/team/roster.html,305
65,23,"Dallas, TX",Wayne State,NFC,NFC-East,R,6-5,"Theaker, Nate",G,Cowboys,https://cpt.azureedge.net/NFLTeamImages/cowboys.png,http://www.dallascowboys.com/team/roster,315
65,23,"Detroit, MI",Toledo,NFC,NFC-North,R,6-8,"Norton, Storm",T,Lions,https://cpt.azureedge.net/NFLTeamImages/lions.png,http://www.detroitlions.com/team/roster.html,306
65,23,"Pittsburg, PA",LSU,AFC,AFC-North,2,6-6,"Hawkins, Jerald",OT,Steelers,https://cpt.azureedge.net/NFLTeamImages/steelers.png,http://www.steelers.com/team/roster.html,305
65,23,"San Francisco, CA",Stanford,NFC,NFC-West,2,6-5,"Garnett, Joshua",G,49ers,https://cpt.azureedge.net/NFLTeamImages/49ers.png,http://www.49ers.com/team/roster.html,321
66,23,"Denver, CO",Virginia Tech,AFC,AFC-West,R,6-3,"Ekanem, Ken",OLB,Broncos,https://cpt.azureedge.net/NFLTeamImages/broncos.png,http://www.denverbroncos.com/team/roster.html,260
66,23,"East Rutherford, NJ",Pittsburgh,NFC,NFC-East,R,6-6,"Bisnowaty, Adam",OT,Giants,https://cpt.azureedge.net/NFLTeamImages/giants.png,http://www.giants.com/team/roster.html,307
66,23,"Jacksonville, FK",Texas A&M,AFC,AFC-South,R,6-5,"Gennesy, Avery",OL,Jaguars,https://cpt.azureedge.net/NFLTeamImages/jaguars.png,http://www.jaguars.com/team/roster.html,318
66,23,"Minneapolis , MN",Arizona,NFC,NFC-North,0,6-8,"Tagaloa, Freddie",G,Vikings,https://cpt.azureedge.net/NFLTeamImages/vikings.png,http://www.vikings.com/team/roster.html,316
66,23,"Minneapolis , MN",Boise State,NFC,NFC-North,0,6-3,"McCaskill, Sam",DE,Vikings,https://cpt.azureedge.net/NFLTeamImages/vikings.png,http://www.vikings.com/team/roster.html,240
66,23,"Philadelphia, PA",Louisiana-Lafayette,NFC,NFC-East,1,6-2,"Hamilton, Justin",DT,Eagles,https://cpt.azureedge.net/NFLTeamImages/eagles.png,http://www.philadelphiaeagles.com/team/roster.html,315
66,23,"Philadelphia, PA",Oklahoma State,NFC,NFC-East,R,6-6,"Salako, Victor",T,Eagles,https://cpt.azureedge.net/NFLTeamImages/eagles.png,http://www.philadelphiaeagles.com/team/roster.html,335
66,23,"San Diego, CA",Indiana,AFC,AFC-West,R,6-4,"Feeney, Dan",G,Chargers,https://cpt.azureedge.net/NFLTeamImages/chargers.png,http://www.chargers.com/team/roster,305
67,23,"Cincinnati, OH",Michigan,AFC,AFC-North,R,6-3,"Glasgow, Ryan",DT,Bengals,https://cpt.azureedge.net/NFLTeamImages/bengals.png,http://www.bengals.com/team/roster.html,302
67,23,"Denver, CO",Pittsburgh,AFC,AFC-West,R,6-3,"Soto, Shakir",DE,Broncos,https://cpt.azureedge.net/NFLTeamImages/broncos.png,http://www.denverbroncos.com/team/roster.html,290
67,23,"Jacksonville, FK",Idaho,AFC,AFC-South,R,6-0,"Lupeamanu, Tueni",DT,Jaguars,https://cpt.azureedge.net/NFLTeamImages/jaguars.png,http://www.jaguars.com/team/roster.html,282
67,23,"Oakland, CA",Iowa State,AFC,AFC-West,1,6-3,"Omoile, Oni",G,Raiders,https://cpt.azureedge.net/NFLTeamImages/raiders.png,http://www.raiders.com/team/roster.html,282
67,23,"Seattle, WA",Shepherd,NFC,NFC-West,2,6-4,"Jenkins, Shaneil",DT,Seahawks,https://cpt.azureedge.net/NFLTeamImages/seahawks.png,http://www.seahawks.com/team/roster,275
67,23,"Washington, DC",Michigan,NFC,NFC-East,R,6-4,"Kalis, Kyle",G,Redskins,https://cpt.azureedge.net/NFLTeamImages/redskins.png,http://www.redskins.com/team/roster.html,302
68,23,"Chicago, IL",Florida International,NFC,NFC-North,R,6-6,"Joseph, Dieugot",OL,Bears,https://cpt.azureedge.net/NFLTeamImages/bears.png,http://www.chicagobears.com/team/roster.html,300
68,23,"Cincinnati, OH",Colorado,AFC,AFC-North,R,6-3,"Tupou, Josh",DT,Bengals,https://cpt.azureedge.net/NFLTeamImages/bengals.png,http://www.bengals.com/team/roster.html,350
68,23,"Dallas, TX",Virginia Tech,NFC,NFC-East,R,6-1,"Baron, Woody",DE,Cowboys,https://cpt.azureedge.net/NFLTeamImages/cowboys.png,http://www.dallascowboys.com/team/roster,275
68,23,"Detroit, MI",Ohio State,NFC,NFC-North,2,6-7,"Decker, Taylor",T,Lions,https://cpt.azureedge.net/NFLTeamImages/lions.png,http://www.detroitlions.com/team/roster.html,311
68,23,"Green Bay, WI",Stanford,NFC,NFC-North,2,6-6,"Murphy, Kyle",T,Packers,https://cpt.azureedge.net/NFLTeamImages/packers.png,http://www.packers.com/team/players.html,305
68,23,"Indianapolis, IN",Albany State (Ga.),AFC,AFC-South,R,6-4,"Stewart, Grover",DT,Colts,https://cpt.azureedge.net/NFLTeamImages/colts.png,http://www.colts.com/team/roster.html,347
69,23,"Baltimore, MD",Michigan,AFC,AFC-North,2,6-3,"Henry, Willie",DT,Ravens,https://cpt.azureedge.net/NFLTeamImages/ravenss.png,http://www.baltimoreravens.com/team/roster.html,300
69,23,"Buffalo, NY",LSU,AFC,AFC-East,1,6-2,"Ferguson, Reid",LS,Bills,https://cpt.azureedge.net/NFLTeamImages/bills.png,http://www.buffalobills.com/team/roster.html,244
69,23,"Cleveland, OH",Northern Iowa,AFC,AFC-North,R,6-3,"Schult, Karter",DL,Browns,https://cpt.azureedge.net/NFLTeamImages/browns.png,http://www.clevelandbrowns.com/team/roster.html,258
69,23,"East Rutherford, NJ",Michigan,AFC,AFC-East,R,6-6,"Braden, Ben",OL,Jets,https://cpt.azureedge.net/NFLTeamImages/jets.png,http://www.newyorkjets.com/team/roster.html,329
69,23,"Foxboro, MA",Georgia Tech,AFC,AFC-East,3,6-1,"Mason, Shaq",OL,Patriots,https://cpt.azureedge.net/NFLTeamImages/patriots.png,http://www.patriots.com/team/roster,310
69,23,"Glendale, AZ",Vanderbilt,NFC,NFC-West,R,6-7,"Holden, Will",T,Cardinals,https://cpt.azureedge.net/NFLTeamImages/cardinals.png,http://www.azcardinals.com/roster/player-roster.html,312
69,23,"Houston, TX",Michigan,AFC,AFC-South,R,6-6,"Godin, Matthew",DE,Texans,https://cpt.azureedge.net/NFLTeamImages/texans.png,http://www.houstontexans.com/team/roster.html,295
69,23,"Oakland, CA",Alabama State,AFC,AFC-West,R,6-8,"Ware, Jylan",T,Raiders,https://cpt.azureedge.net/NFLTeamImages/raiders.png,http://www.raiders.com/team/roster.html,295
69,23,"Philadelphia, PA",LSU,NFC,NFC-East,2,6-4,"Gordon, Dillon",T,Eagles,https://cpt.azureedge.net/NFLTeamImages/eagles.png,http://www.philadelphiaeagles.com/team/roster.html,322
69W,23,"Washington, DC",Buffalo,NFC,NFC-East,1,6-8,"Kling, John",OL,Redskins,https://cpt.azureedge.net/NFLTeamImages/redskins.png,http://www.redskins.com/team/roster.html,328
7,23,"Baltimore, MD",Utah,AFC,AFC-North,R,6-4,"Patrick, Tim",WR,Ravens,https://cpt.azureedge.net/NFLTeamImages/ravenss.png,http://www.baltimoreravens.com/team/roster.html,208
7,23,"Dallas, TX",Central Michigan,NFC,NFC-East,R,6-3,"Rush, Cooper",QB,Cowboys,https://cpt.azureedge.net/NFLTeamImages/cowboys.png,http://www.dallascowboys.com/team/roster,228
7,23,"Green Bay, WI",UCLA,NFC,NFC-North,3,6-3,"Hundley, Brett",QB,Packers,https://cpt.azureedge.net/NFLTeamImages/packers.png,http://www.packers.com/team/players.html,226
7,23,"Houston, TX",UCLA,AFC,AFC-South,1,6-0,"Fairbairn, Ka'imi",K,Texans,https://cpt.azureedge.net/NFLTeamImages/texans.png,http://www.houstontexans.com/team/roster.html,190
70,23,"Charlotte, NC",LSU,NFC,NFC-South,4,6-3,"Turner, Trai",G,Panthers,https://cpt.azureedge.net/NFLTeamImages/panthers.png,http://www.panthers.com/team/roster.html,315
70,23,"Foxboro, MA",Iowa,AFC,AFC-East,R,6-5,"Croston, Cole",OL,Patriots,https://cpt.azureedge.net/NFLTeamImages/patriots.png,http://www.patriots.com/team/roster,295
70,23,"Foxboro, MA",Vanderbilt,AFC,AFC-East,R,6-5,"Butler, Adam",DL,Patriots,https://cpt.azureedge.net/NFLTeamImages/patriots.png,http://www.patriots.com/team/roster,300
70,23,"Glendale, AZ",Missouri,NFC,NFC-West,2,6-3,"Boehm, Evan",C/G,Cardinals,https://cpt.azureedge.net/NFLTeamImages/cardinals.png,http://www.azcardinals.com/roster/player-roster.html,310
70,23,"Nashville, TN",California,AFC,AFC-South,R,6-6,"Moore, Steven",T,Titans,https://cpt.azureedge.net/NFLTeamImages/titans.png,http://www.titansonline.com/team/roster.html,303
70,23,"Nashville, TN",Louisville,AFC,AFC-South,R,6-0,"Brown, DeAngelo",NT,Titans,https://cpt.azureedge.net/NFLTeamImages/titans.png,http://www.titansonline.com/team/roster.html,302
71,23,"Atlanta, GA",San Jose State,NFC,NFC-South,2,6-5,"Schweitzer, Wes",G,Falcons,https://cpt.azureedge.net/NFLTeamImages/falcons.png,http://www.atlantafalcons.com/team/player-roster.html,314
71,23,"Dallas, TX",Louisiana State,NFC,NFC-East,3,6-4,"Collins, La'el",G,Cowboys,https://cpt.azureedge.net/NFLTeamImages/cowboys.png,http://www.dallascowboys.com/team/roster,315
71,23,"Green Bay, WI",Bowling Green State,NFC,NFC-North,R,6-3,"Lunsford, Izaah",DT,Packers,https://cpt.azureedge.net/NFLTeamImages/packers.png,http://www.packers.com/team/players.html,310
71,23,"San Francisco, CA",Georgia,NFC,NFC-West,2,6-6,"Theus, John",OL,49ers,https://cpt.azureedge.net/NFLTeamImages/49ers.png,http://www.49ers.com/team/roster.html,303
72,23,"Atlanta, GA",Portland State,NFC,NFC-South,2,6-3,"Edison, Cornelius",C,Falcons,https://cpt.azureedge.net/NFLTeamImages/falcons.png,http://www.atlantafalcons.com/team/player-roster.html,309
72,23,"Charlotte, NC",Syracuse,NFC,NFC-South,1,6-0,"Crume, Eric",DT,Panthers,https://cpt.azureedge.net/NFLTeamImages/panthers.png,http://www.panthers.com/team/roster.html,330
72,23,"Cincinnati, OH",Oregon State,AFC,AFC-North,R,6-6,"Stanton, Dustin",G/OT,Bengals,https://cpt.azureedge.net/NFLTeamImages/bengals.png,http://www.bengals.com/team/roster.html,298
72,23,"Foxboro, MA",Harvard,AFC,AFC-East,R,6-7,"Rich, Max",OL,Patriots,https://cpt.azureedge.net/NFLTeamImages/patriots.png,http://www.patriots.com/team/roster,315
72,23,"Indianapolis, IN",USC,AFC,AFC-South,0,6-8,"Banner, Zach",OT,Colts,https://cpt.azureedge.net/NFLTeamImages/colts.png,http://www.colts.com/team/roster.html,361
72,23,"Philadelphia, PA",TCU,NFC,NFC-East,2,6-6,"Vaitai, Halapoulivaati",T,Eagles,https://cpt.azureedge.net/NFLTeamImages/eagles.png,http://www.philadelphiaeagles.com/team/roster.html,320
72,23,"St. Louis, MO",Northwestern State-Louisiana,NFC,NFC-West,1,6-6,"Murphy, Pace",T,Rams,https://cpt.azureedge.net/NFLTeamImages/rams.png,http://www.therams.com/team/roster.html,308
72,23,"Tampa, FL",Eastern Michigan,NFC,NFC-South,R,6-6,"Gardner, Cole",T,Buccaneers,https://cpt.azureedge.net/NFLTeamImages/bucs.png,http://www.buccaneers.com/team-and-stats/roster.html,302
72W,23,"Washington, DC",East Central (OK),NFC,NFC-East,1,6-9,"Bowen, Kevin",T,Redskins,https://cpt.azureedge.net/NFLTeamImages/redskins.png,http://www.redskins.com/team/roster.html,346
73,23,"Buffalo, NY",Temple,AFC,AFC-East,R,6-4,"Dawkins, Dion",OL,Bills,https://cpt.azureedge.net/NFLTeamImages/bills.png,http://www.buffalobills.com/team/roster.html,314
73,23,"East Rutherford, NJ",Notre Dame,NFC,NFC-East,R,6-6,"Jones, Jarron",DT,Giants,https://cpt.azureedge.net/NFLTeamImages/giants.png,http://www.giants.com/team/roster.html,316
73,23,"Nashville, TN",Villanova,AFC,AFC-South,R,6-8,"Seaton, Brad",T,Titans,https://cpt.azureedge.net/NFLTeamImages/titans.png,http://www.titansonline.com/team/roster.html,311
73,23,"Philadelphia, PA",Oregon State,NFC,NFC-East,2,6-4,"Seumalo, Isaac",G,Eagles,https://cpt.azureedge.net/NFLTeamImages/eagles.png,http://www.philadelphiaeagles.com/team/roster.html,303
73R,23,"Washington, DC",Texas Tech,NFC,NFC-East,R,6-3,"Pipkins, Ondre",DL,Redskins,https://cpt.azureedge.net/NFLTeamImages/redskins.png,http://www.redskins.com/team/roster.html,321
73W,23,"Washington, DC",Wyoming,NFC,NFC-East,R,6-4,"Roullier, Chase",C,Redskins,https://cpt.azureedge.net/NFLTeamImages/redskins.png,http://www.redskins.com/team/roster.html,317
74,23,"Chicago, IL",UTEP,NFC,NFC-North,1,6-7,"Robertson-Harris, Roy",DL,Bears,https://cpt.azureedge.net/NFLTeamImages/bears.png,http://www.chicagobears.com/team/roster.html,268
74,23,"East Rutherford, NJ",Miami (Fla.),NFC,NFC-East,2,6-6,"Flowers, Ereck",T,Giants,https://cpt.azureedge.net/NFLTeamImages/giants.png,http://www.giants.com/team/roster.html,329
74,23,"Foxboro, MA",Purdue,AFC,AFC-East,R,6-4,"King, Jason",OL,Patriots,https://cpt.azureedge.net/NFLTeamImages/patriots.png,http://www.patriots.com/team/roster,310
74,23,"Glendale, AZ",Florida,NFC,NFC-West,3,6-5,"Humphries, D.J.",T,Cardinals,https://cpt.azureedge.net/NFLTeamImages/cardinals.png,http://www.azcardinals.com/roster/player-roster.html,307
74,23,"Minneapolis , MN",Montana,NFC,NFC-North,0,6-5,"Kidder, Caleb",DE,Vikings,https://cpt.azureedge.net/NFLTeamImages/vikings.png,http://www.vikings.com/team/roster.html,260
74,23,"Oakland, CA",LSU,AFC,AFC-West,2,6-5,"Alexander, Vadal",G/T,Raiders,https://cpt.azureedge.net/NFLTeamImages/raiders.png,http://www.raiders.com/team/roster.html,326
75,23,"Detroit, MI",Hawaii,NFC,NFC-North,R,6-5,"Koloamatangi, Leo",C,Lions,https://cpt.azureedge.net/NFLTeamImages/lions.png,http://www.detroitlions.com/team/roster.html,310
75,23,"New Orleans, LA",Stanford,NFC,NFC-South,2,6-7,"Peat, Andrus",T,Saints,https://cpt.azureedge.net/NFLTeamImages/saints.png,http://www.neworleanssaints.com/team/roster.html,316
76,23,"Atlanta, GA",San Diego State,NFC,NFC-South,R,6-5,"Brunskill, Daniel",T,Falcons,https://cpt.azureedge.net/NFLTeamImages/falcons.png,http://www.atlantafalcons.com/team/player-roster.html,260
76,23,"Baltimore, MD",Middle Tennessee State,AFC,AFC-North,R,6-4,"Shakir, Maurquice",G,Ravens,https://cpt.azureedge.net/NFLTeamImages/ravenss.png,http://www.baltimoreravens.com/team/roster.html,308
76,23,"Buffalo, NY",Louisville,AFC,AFC-East,3,6-3,"Miller, John",G,Bills,https://cpt.azureedge.net/NFLTeamImages/bills.png,http://www.buffalobills.com/team/roster.html,315
76,23,"Foxboro, MA",Vanderbilt,AFC,AFC-East,R,6-6,"Jelks, Andrew",OL,Patriots,https://cpt.azureedge.net/NFLTeamImages/patriots.png,http://www.patriots.com/team/roster,307
76,23,"Miami, FL",Temple,AFC,AFC-East,R,6-1,"Martin-Oguike, Praise",DE,Dolphins,https://cpt.azureedge.net/NFLTeamImages/dolphins.png,http://www.miamidolphins.com/team/player-roster.html,255
76,23,"New Orleans, LA",Illinois State,NFC,NFC-South,R,6-6,"Lee, Cameron",G,Saints,https://cpt.azureedge.net/NFLTeamImages/saints.png,http://www.neworleanssaints.com/team/roster.html,320
76,23,"Seattle, WA",Texas A&M,NFC,NFC-West,2,6'5,"Ifedi, Germain",G/T,Seahawks,https://cpt.azureedge.net/NFLTeamImages/seahawks.png,http://www.seahawks.com/team/roster,325
76,23,"Tampa, FL",Penn State,NFC,NFC-South,3,6-6,"Smith, Donovan",T,Buccaneers,https://cpt.azureedge.net/NFLTeamImages/bucs.png,http://www.buccaneers.com/team-and-stats/roster.html,338
77,23,"Cincinnati, OH",North Dakota State,AFC,AFC-North,R,6-7,"Lechler, Landon",OT,Bengals,https://cpt.azureedge.net/NFLTeamImages/bengals.png,http://www.bengals.com/team/roster.html,317
77,23,"Green Bay, WI",West Virginia,NFC,NFC-North,R,6-5,"Pankey, Adam",G/T,Packers,https://cpt.azureedge.net/NFLTeamImages/packers.png,http://www.packers.com/team/players.html,313
77,23,"San Diego, CA",Western Kentucky,AFC,AFC-West,R,6-4,"Lamp, Forrest",G,Chargers,https://cpt.azureedge.net/NFLTeamImages/chargers.png,http://www.chargers.com/team/roster,309
78,23,"Green Bay, WI",Indiana,NFC,NFC-North,2,6-6,"Spriggs, Jason",T,Packers,https://cpt.azureedge.net/NFLTeamImages/packers.png,http://www.packers.com/team/players.html,301
79,23,"Atlanta, GA",Southern Mississippi,NFC,NFC-South,R,6-6,"Freeman, Wil",T,Falcons,https://cpt.azureedge.net/NFLTeamImages/falcons.png,http://www.atlantafalcons.com/team/player-roster.html,275
79,23,"Baltimore, MD",Notre Dame,AFC,AFC-North,2,6-6,"Stanley, Ronnie",T,Ravens,https://cpt.azureedge.net/NFLTeamImages/ravenss.png,http://www.baltimoreravens.com/team/roster.html,320
79,23,"Detroit, MI",San Diego State,NFC,NFC-North,R,6-3,"Barrett, Alex",DE,Lions,https://cpt.azureedge.net/NFLTeamImages/lions.png,http://www.detroitlions.com/team/roster.html,255
79,23,"Indianapolis, IN",William & Mary,AFC,AFC-South,R,6-7,"Ugokwe, Jerry",T,Colts,https://cpt.azureedge.net/NFLTeamImages/colts.png,http://www.colts.com/team/roster.html,321
79,23,"Jacksonville, FK",Utah,AFC,AFC-South,R,6-3,"Dimick, Hunter",DE,Jaguars,https://cpt.azureedge.net/NFLTeamImages/jaguars.png,http://www.jaguars.com/team/roster.html,268
79,23,"Oakland, CA",Arkansas,AFC,AFC-West,2,6-5,"Kirkland, Denver",G,Raiders,https://cpt.azureedge.net/NFLTeamImages/raiders.png,http://www.raiders.com/team/roster.html,340
8,23,"Nashville, TN",Oregon,AFC,AFC-South,3,6-4,"Mariota, Marcus",QB,Titans,https://cpt.azureedge.net/NFLTeamImages/titans.png,http://www.titansonline.com/team/roster.html,222
80,23,"Buffalo, NY",South Alabama,AFC,AFC-East,1,6-4,"Saxton, Wes",TE,Bills,https://cpt.azureedge.net/NFLTeamImages/bills.png,http://www.buffalobills.com/team/roster.html,235
80,23,"Cleveland, OH",Auburn,AFC,AFC-North,2,6-2,"Louis, Ricardo",WR,Browns,https://cpt.azureedge.net/NFLTeamImages/browns.png,http://www.clevelandbrowns.com/team/roster.html,215
80,23,"Dallas, TX",Baylor,NFC,NFC-East,1,6-6,"Gathers, Rico",TE,Cowboys,https://cpt.azureedge.net/NFLTeamImages/cowboys.png,http://www.dallascowboys.com/team/roster,290
80,23,"Detroit, MI",Toledo,NFC,NFC-North,R,6-5,"Roberts, Michael",TE,Lions,https://cpt.azureedge.net/NFLTeamImages/lions.png,http://www.detroitlions.com/team/roster.html,270
